EventID,PrimaryPDG,PrimaryMom,PrimaryPosX,PrimaryPosY,PrimaryPosZ,RICH1_Beta,RICH1_NPE,RICH2_Beta,RICH2_NPE,Calo_TotalE,Calo_EoP,DWC1_NHits,DWC1_TrackAngle,DWC2_NHits,DWC2_TrackAngle,DecayKinkDetected,SC1_Hit,SC2_Hit,TOF,Decayed,DecayPosX,DecayPosY,DecayPosZ,DecayTime,DecayProductPDG,ReconstructedPID,Survived,RunNumber
0.0,211.0,7.84062113002429,-1.993671897547417,0.8876275648128008,-50.0,0.9994173467956515,59,0.9994173467956515,64,0.14642875428777324,0.01867565743319109,14,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
1.0,211.0,8.070806531909552,0.33703458852818424,1.5474211324281186,-50.0,1.0014299497491963,61,1.0014299497491963,56,0.009344515570573322,0.0011578168221017201,11,0.0,13,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
2.0,211.0,8.071471366146659,1.7551654430042123,0.05175339367503565,-50.0,0.9997061072514442,62,0.9997061072514442,66,-0.0212082453519062,-0.0026275562892854654,11,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
3.0,211.0,7.956887762108275,0.23229994341736712,3.100856827998488,-50.0,0.9997617855393091,61,0.9997617855393091,55,0.11403243780559603,0.014331286454564962,12,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
4.0,211.0,7.972730600113455,1.8353313612301851,-0.10375578848582896,-50.0,0.9998059982352727,63,0.9998059982352727,59,0.08766645528186039,0.010995787977661362,13,0.0,13,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
5.0,211.0,7.813346783784648,-0.052447393927432175,-0.5176067394392599,-50.0,1.0009029001291427,66,1.0009029001291427,59,0.057701660762667445,0.00738501212853089,13,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
6.0,211.0,7.917335038915847,0.4932093129185076,-0.2666846786915931,-50.0,0.9972480834239524,64,0.9972480834239524,61,0.12843807058761825,0.01622238669404671,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
7.0,211.0,7.999084909458094,-1.3154322181799385,-0.5248813779854186,-50.0,0.9979426174408321,60,0.9979426174408321,62,0.0760530931429179,0.009507724196425638,12,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
8.0,321.0,8.042722680850291,-0.17268177559096567,1.151695521046364,-50.0,0.9979708971725768,59,0.9979708971725768,59,0.056637730406338585,0.007042109078458334,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,321.0,1,0
9.0,211.0,8.025681072887688,-0.35113340877591387,-0.9477311777098186,-50.0,1.0006652650367245,58,1.0006652650367245,59,0.13347956018934293,0.01663155550003885,12,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
10.0,211.0,7.968169473862755,2.401362303503993,-0.31294579118350857,-50.0,1.001585532416394,56,1.001585532416394,57,0.0774410039516328,0.009718794787893921,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
11.0,211.0,8.007758793284664,-0.4748956540534433,0.7362832234817922,-50.0,1.000846979530648,58,1.000846979530648,65,0.061384094590195774,0.007665577369996797,12,0.0,15,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
12.0,211.0,7.934354054359481,-0.1171297469306782,-1.1110857362528834,-50.0,0.998568267201506,61,0.998568267201506,66,0.13541830774752112,0.017067338666733226,11,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
13.0,211.0,7.938650839216927,-1.2323217994540412,0.2566369502384276,-50.0,1.0002601061041296,61,1.0002601061041296,60,0.1564283268263839,0.019704648811814236,13,0.0,15,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
14.0,211.0,8.018381953673147,0.028773059630611924,-2.7561473124430056,-50.0,0.9993405318306015,59,0.9993405318306015,59,0.09973201506667727,0.012437922718434602,12,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
15.0,211.0,8.151717254606544,0.49340580306544035,-0.41240078189686963,-50.0,0.9997404888469427,60,0.9997404888469427,54,-0.021072100406296854,-0.002584989119242205,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
16.0,211.0,7.992059190451228,0.19206111377286766,0.85019995390912,-50.0,0.9980912799503943,62,0.9980912799503943,56,0.2083758750667902,0.026072864339612752,12,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
17.0,211.0,8.091218885621503,1.4534914565677544,0.18903961212734216,-50.0,1.000751797622087,60,1.000751797622087,65,0.15357687913339388,0.01898068527182074,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
18.0,211.0,8.168271262883309,0.3269855564537335,0.16587624425652925,-50.0,0.9984826785246839,61,0.9984826785246839,63,0.01977796585201959,0.0024213159939840425,16,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
19.0,211.0,7.991103385167236,2.085075909650813,0.5836682751939968,-50.0,1.0006694841272066,65,1.0006694841272066,57,0.1065642296547751,0.01333535865054322,13,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
20.0,211.0,7.986248474621423,2.136387300715236,-0.47999739113487444,-50.0,0.9996964859475246,61,0.9996964859475246,62,0.06130412043695705,0.007676210004205146,14,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
21.0,211.0,8.009302005828381,-0.9373574892050005,0.11010220456581761,-50.0,1.000112484665536,58,1.000112484665536,58,0.11160766882748482,0.013934755955795868,13,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
22.0,211.0,7.949143901959488,0.05112520991354764,-0.17682677682125245,-50.0,1.001391926270665,60,1.001391926270665,58,0.0932124295989326,0.011726096639910552,12,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
23.0,211.0,8.189570173547454,-0.7938818152724795,0.8551326615518314,-50.0,0.999707769331992,61,0.999707769331992,60,0.16062387455287516,0.019613224033624484,11,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
24.0,211.0,8.050686915919458,-1.6934019420301718,0.9929988778683937,-50.0,0.9979575904879996,57,0.9979575904879996,61,0.07833868803768416,0.009730683711321199,13,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
25.0,211.0,8.066051527397718,0.31435577467571757,0.3966531356072179,-50.0,0.9997315335563787,55,0.9997315335563787,54,0.07926779978842902,0.009827336153157767,15,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
26.0,211.0,8.08739411633286,1.0098020257282798,-0.24691903648426167,-50.0,0.9991824242556677,62,0.9991824242556677,57,0.0762053831786154,0.009422736431839666,13,0.0,14,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
27.0,211.0,7.860840352494903,-1.0870616474684187,1.0761912555371373,-50.0,0.9993515667481234,55,0.9993515667481234,59,0.10422093457461369,0.013258243381260842,11,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
28.0,211.0,7.877695591639727,-1.2990094011153663,0.5502707986337226,-50.0,0.9972994688121759,62,0.9972994688121759,59,-0.009306967819539588,-0.0011814327821218034,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
29.0,211.0,8.043585557264874,-0.34834712693434,1.6054765532007829,-50.0,0.9997627075093176,54,0.9997627075093176,59,0.056393937239282016,0.007011044619068875,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
30.0,211.0,7.86034204659361,-0.015742402011936184,0.2951840803065254,-50.0,0.9986806924478259,61,0.9986806924478259,62,0.047186058995989856,0.006003054156713015,13,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,0
