EventID,PrimaryPDG,PrimaryMom,PrimaryPosX,PrimaryPosY,PrimaryPosZ,RICH1_Beta,RICH1_NPE,RICH2_Beta,RICH2_NPE,Calo_TotalE,Calo_EoP,DWC1_NHits,DWC1_TrackAngle,DWC2_NHits,DWC2_TrackAngle,DecayKinkDetected,SC1_Hit,SC2_Hit,TOF,Decayed,DecayPosX,DecayPosY,DecayPosZ,DecayTime,DecayProductPDG,ReconstructedPID,Survived,RunNumber
0.0,211.0,7.897184418172402,-0.8985467890027945,0.490611387587676,-50.0,1.002058393145085,60,1.002058393145085,63,0.01603518345989005,0.0020304937317901684,12,0.0,14,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
1.0,211.0,8.015313942812858,-0.2919155101217873,-0.09564110497356319,-50.0,1.0015225026639107,57,1.0015225026639107,60,0.1664856585657012,0.02077094668450073,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
2.0,211.0,8.040855619653884,1.272730936243097,0.487871162423724,-50.0,0.9994969572184803,57,0.9994969572184803,61,0.09904919850244856,0.012318241140948642,14,0.0,13,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
3.0,211.0,8.164677648022229,-0.4075695301499592,0.24128401209718953,-50.0,1.0012624173001439,63,1.0012624173001439,59,0.1195160050294319,0.014638178037363527,11,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
4.0,211.0,8.164615902887093,-0.2136880283652742,-0.37880499725050115,-50.0,0.99814769042807,65,0.99814769042807,58,0.020917614745357055,0.002561983930923238,14,0.0,15,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
5.0,211.0,8.011607576521765,1.092773060698524,0.5835306938258848,-50.0,1.0000812022917027,60,1.0000812022917027,62,0.17603528437454008,0.021972529569523138,12,0.0,15,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
6.0,211.0,7.801372943844336,1.7996226161203994,-2.508849245293101,-50.0,0.998629734608871,67,0.998629734608871,60,0.12317079384479275,0.015788348375522863,10,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
7.0,211.0,7.987699521747313,-0.03541808554411683,-0.57238305707913,-50.0,1.00043143432759,58,1.00043143432759,61,0.1330566272525447,0.01665769060169135,14,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
8.0,211.0,8.123065131396277,0.7061518965293057,-1.6842328154602255,-50.0,1.0005029666820153,59,1.0005029666820153,61,0.006342668895816625,0.0007808221149553162,16,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
9.0,211.0,7.843297998278285,-0.6492103012023855,0.5556270644930198,-50.0,1.0000311603685341,55,1.0000311603685341,63,0.09530249178876835,0.012150818674706559,12,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
10.0,211.0,8.034088706764061,-1.5766838877468161,0.9486598064517898,-50.0,0.9993550267753748,66,0.9993550267753748,62,0.03447457675539943,0.004291037604099964,11,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
11.0,211.0,7.849828077668579,-0.014462169507863143,-0.2694634274106372,-50.0,0.9986910315247478,56,0.9986910315247478,59,0.11862542965923879,0.015111850665456979,16,0.0,13,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
12.0,211.0,8.055397928848864,-0.5431871499840251,-0.5198861533408724,-50.0,0.9989413992206075,55,0.9989413992206075,58,0.0749945792790567,0.009309854080638027,12,0.0,14,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
13.0,211.0,7.960139404962464,0.7324091721189319,-1.4016944731460774,-50.0,0.9987822897803263,63,0.9987822897803263,66,0.11311095169328897,0.014209669697841472,14,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
14.0,211.0,8.092158607035358,0.570697739357544,-0.35024846090992434,-50.0,1.000646588978172,60,1.000646588978172,54,0.04705311946710159,0.005814656107480815,12,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
15.0,211.0,8.019752625300242,1.0442103350368357,0.6360412988792128,-50.0,0.9986825607608186,67,0.9986825607608186,57,0.07096826285058054,0.00884918353051116,11,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
16.0,211.0,7.908362213209386,0.6239443744918164,-0.04540295806145976,-50.0,1.0005019286109376,58,1.0005019286109376,62,0.023710391310879264,0.002998141798724855,11,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
17.0,211.0,7.8847972133717645,-0.9666295932215226,0.23204715188435351,-50.0,1.0011593760223758,60,1.0011593760223758,63,0.1427383606816474,0.018102984365860237,11,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
18.0,211.0,7.910266393436521,-1.4234238725305581,1.1500161488784773,-50.0,0.9991650863588125,67,0.9991650863588125,56,0.060330844574106667,0.007626904275204397,10,0.0,13,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
19.0,211.0,7.848014479728106,0.05908365727727828,0.6145924429709765,-50.0,0.9998133196248279,60,0.9998133196248279,66,0.10813519653322794,0.013778669345290795,13,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
20.0,211.0,7.952162162739091,-0.3194491783894435,0.25676085515640434,-50.0,0.9995205224908718,55,0.9995205224908718,61,0.1566774174491256,0.019702492761435174,11,0.0,14,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
21.0,211.0,7.9167061558419265,0.8354663932831247,-0.10919651632779365,-50.0,1.0008735001663147,57,1.0008735001663147,58,0.044051561002293654,0.005564379949833929,13,0.0,14,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
22.0,211.0,7.966285660717923,0.06929403056134548,0.7651980406673621,-50.0,0.9999685148750791,60,0.9999685148750791,60,0.07421033357203406,0.009315550148793712,11,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
23.0,211.0,8.1324148456756,-0.15773136788282138,-2.1598769233768467,-50.0,1.0003734918945657,59,1.0003734918945657,64,0.051172338154240486,0.006292391512891316,13,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
24.0,211.0,7.933228059563662,0.19078717378349572,-1.2970771095976734,-50.0,0.9987920977420975,66,0.9987920977420975,61,0.06757993817234717,0.008518592641601703,12,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
25.0,211.0,7.904024063717674,-1.2443171402851385,0.5212278766534115,-50.0,0.9983205893248568,61,0.9983205893248568,63,0.12411215380147392,0.015702400802547343,13,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
26.0,211.0,8.12850031181336,1.270931240343376,-1.0700189594705898,-50.0,0.9979793006161772,59,0.9979793006161772,59,0.08072822575256898,0.009931503064008567,10,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
27.0,321.0,8.029065508980826,1.6080434304005762,0.08600370352365334,-50.0,0.995823283520124,65,0.995823283520124,57,0.12700270663563928,0.01581786902766975,13,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,321.0,1,1
28.0,211.0,8.08372803632844,-0.7876143049345667,-0.3493708880915044,-50.0,1.0003257205613887,61,1.0003257205613887,60,0.07450418664046649,0.009216562742541949,12,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
29.0,211.0,7.920775020438124,-0.8118744517634356,2.099756434690762,-50.0,0.9983975677005714,61,0.9983975677005714,62,0.19980615412676975,0.02522558128607443,11,0.0,16,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
30.0,211.0,7.963457480120235,0.5980007018681677,-0.4873665173570208,-50.0,0.9992189459191838,63,0.9992189459191838,62,0.17819463439844874,0.022376541200011316,12,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
31.0,211.0,7.93071170700003,-0.38216492707186533,-0.47650296487605376,-50.0,0.9985627247372082,59,0.9985627247372082,59,0.017337457401648798,0.0021861162077479023,12,0.0,12,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
32.0,211.0,8.084289026270792,0.8467429713139558,0.2518568087640546,-50.0,1.0001471345505175,59,1.0001471345505175,62,0.1578544623740232,0.019526078528496155,13,0.0,13,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
33.0,211.0,7.984284383363742,0.8662904037918093,2.092271043466697,-50.0,1.0008044337201032,60,1.0008044337201032,66,0.1194879476071016,0.014965392246807957,12,0.0,11,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
34.0,211.0,7.8786557652986025,-0.3511049030605943,0.8532158551211807,-50.0,0.9990012217141586,64,0.9990012217141586,54,0.12657243382879235,0.016065232141030752,10,0.0,10,0.0,0,1,1,50.0,0,0.0,0.0,0.0,0.0,0,211.0,1,1
