Position_m,Pion_S,Pion_S_err,Kaon_S,Kaon_S_err
0.0,0.9990523323154681,0.010256540517541051,0.9900596421471173,0.04436563340839244
5.0,0.9847780126849894,0.010202899375910067,0.9259259259259259,0.04140866624999611
10.0,0.975437486822686,0.01014047177960654,0.8482490272373541,0.04062376073506051
15.0,0.9672803787480273,0.010087885134449758,0.7515151515151515,0.038964245498961436
